address,reputability_score,is_reputable
0x74588af8de14287e91d89758636d277d66f217b6,0.9945598520818408,1
0x6fdb90535c09b82825e38d41edf5e66211d4b442,0.9480437816811709,1
0x3d371413dd5489f3a04c07c0c2ce369c20986ceb,0.9798073753961112,1
0x661ecf29b533e7d09f67f597af77eeaf3cc6b1e7,0.9879223693992494,1
0x36919a60a2b67b6d2329863093d180d23d5a0308,0.9940347107381666,1
0xf8c76dbea329ec4fa987afc514f805b21b249d79,0.9692994731148852,1
0xc47b0443f8608943c596168504bb6d4a062e0edc,0.9136654361851365,1
0xf7498c98789957f4ee53b3e37ff5b7ef8a6cfc7b,0.9796710739647391,1
0x7b9432881fff2a9527cfc2efb4d33fc0d7f8e861,0.9631326544667637,1
0x4dd672e77c795844fe3a464ef8ef0faae617c8fb,0.9886074937920913,1
0x6c059413686565d5ad6cce6eed7742c42dbc44ca,0.9937371200904928,1
0xfd6c31bb6f05fc8db64f4b740ab758605c271fd8,0.9941199884475409,1
0x9012744b7a564623b6c3e40b144fc196bdedf1a9,0.99123440410324,1
0x77f9cf0bd8c500cffdf420e72343893aecc2ec0b,0.994976935690994,1
0x525794473f7ab5715c81d06d10f52d11cc052804,0.9847727389174628,1
0xd75f1f81b69bdd4df8efbb70e9c6f4609009d753,0.9889986446403873,1
0x30d0e4e6fb0330e45a13e1e06260837f27015de5,0.9796169251222061,1
0x239354efb40ce8e843e2609ec7cccda7e2881808,0.991212937117991,1
0x66a39d581961d4cfa9bd3953ccc4e7ec7bd56716,0.9801502818819795,1
0x396de8bb0a1745b531bf5cd5952539a1b5fe66e0,0.9953659996308902,1
0x03ee5026c07d85ff8ae791370dd0f4c1ae6c97fc,0.9913009406515564,1
0xc434268603ca8854e0be1a3ff15cad73bd6ec49a,0.992599028460352,1
0x50eec6d765792dcfb0913c8403ef2a12e1b861a6,0.9905155625707911,1
0x994a258c7dec633b5b15376f850d5ea701179e79,0.9908250878838224,1
0x8f9b4525681f3ea6e43b8e0a57bfff86c0a1dd2e,0.9663228247647876,1
0x0f5c78f152152dda52a2ea45b0a8c10733010748,0.9952819111918332,1
0x63a0db25159672326ac8fbf512c409598801b145,0.9877851990483772,1
0x6c10d1611a5a95cb967e4bcab5791fd101194949,0.957259781654611,1
0xe4ab0be415e277d82c38625b72bd7dea232c2e7d,0.9956767288284867,1
0xd139a81d8422bb2ee1f21ce0301e6e28e7696425,0.9775784549221855,1
0x009178997aff09a67d4caccfeb897fb79d036214,0.9721953725542459,1
0x12c51b8f1b8a98c70fe6ae45c158a78931423e4c,0.9912690283043403,1
0xb68d792329bbca81c2b823e9dbe066db53ef7b16,0.9929293974098871,1
0xabec00542d141bddf58649bfe860c6449807237c,0.9944228230645764,1
0x71eeba415a523f5c952cc2f06361d5443545ad28,0.9649718347518499,1
0x01eeffcd9a10266ed00946121df097eed173b43d,0.9948455569638618,1
0xd2b274cfbf9534f56b59ad0fb7e645e0354f4941,0.9937839598162558,1
0x8bc2bcb1b1896291942c36f3cca3c1afa0aaa7fd,0.9858961275031481,1
0xa58a83361936471b50e2d1c7f99d422e6d73d397,0.9781088053941047,1
0x77e06c9eccf2e797fd462a92b6d7642ef85b0a44,0.9908994630447963,1
0x2a69655c22eda32ff48d315bb26ed45f150700b4,0.9913159839309709,1
0xbf628dfd72cf51752574a970c91f42591b173a77,0.9809438243373245,1
0x4be10da47a07716af28ad199fbe020501bddd7af,0.9905144618913303,1
0x34dce75a3d1910cc9d188aa5a75fb9addcae0fcc,0.9865138433568595,1
0x7fc09a4f6182e835a97c42980f7235e8c0cbfa56,0.9924724426634458,1
0x642ac912a58428767fa14a26a749f9a1b001ba92,0.7190398535640805,1
0xc78b628b060258300218740b1a7a5b3c82b3bd9f,0.9944635960713241,1
0x9ee91f9f426fa633d227f7a9b000e28b9dfd8599,0.946466237820116,1
0xc3dbd99da846ea38d34430d852795684a211428b,0.9883342738231214,1
0x3632dc4d741bfa40dbf3b23b63dd3a25a3061de3,0.9931947700395706,1
0xe153f65ddaf4f2234bd56f51f546d4b493acb091,0.9912030348161915,1
0x29ef81cc8737f19449d501396d4968d138140675,0.9929578747229783,1
0x9bd69bc59118ce0fbce9b03551a765a779bd25cf,0.9193676409988266,1
0x7138eb0d563f3f6722500936a11dcae99d738a2c,0.9959053330257355,1
0x76fca1adb104770b38581b64d55e67fa5a0f3966,0.9960208963215592,1
0xb399511642fe1666c6a07f83483e6e4feaed9a00,0.9949564859466868,1
0xc0a22849fa6122594e605aec943413734137daab,0.9951725579079667,1
0x3212b29e33587a00fb1c83346f5dbfa69a458923,0.9841544641026296,1
0xa2d6b59758d307df27d5809426252d91a060cb24,0.9918456469883831,1
0x4e8de529fe22dee9266b029cdfc52142b82e0e2f,0.9756401888335263,1
0xa23c1194d421f252b4e6d5edcc3205f7650a4ebe,0.9903229075457023,1
0xaa846b1ec76cdf864ea03e1df665f6c8d5510923,0.9855053268315017,1
0xc01b733b2ef479086b80949676a673346b531aa2,0.975247099232955,1
0x80a2ae356fc9ef4305676f7a3e2ed04e12c33946,0.9888005355283,1
0x9cb1aeafcc8a9406632c5b084246ea72f62d37b6,0.9892108837823148,1
0xe5b826ca2ca02f09c1725e9bd98d9a8874c30532,0.9901303703890021,1
0x4c05f1e65069a8c0694470720be77e50d2b212d6,0.9950797638920332,1
0x570147337f1a2313fc35573f6a123ceb109eb901,0.9917827194405201,1
0xfa5b75a9e13df9775cf5b996a049d9cc07c15731,0.9665731723950096,1
0xa50709b10c328772ea24a44b13c7e23c75561ecb,0.9948608338118076,1
0xfd8b38d453ff6448e1a348f9b153e6873b6ca1ce,0.99459008606735,1
0x19f8ed44aa2f5580d44ca6ed2a0e9bb33a08922d,0.9909813546209189,1
0x8e1a7f380963945061c4460b0f9c6dc0bdafd94f,0.9952518439039545,1
0xdb8ad3c6d7f9f364d59af9a62c3139cf5c6be88e,0.951901812171522,1
0x2e880962a9609aa3eab4def919fe9e917e99073b,0.9859318219855263,1
0x7567d006f6be77e3d87aa831855cb4102e37b17d,0.9486745985346204,1
0x968cbe62c830a0ccf4381614662398505657a2a9,0.9923535437711702,1
0xce9de5365739b1bed5c8546867aee4209fbb8538,0.9801811114445069,1
0x56528c1df17fd5451451eb6efde297758bc8f9a1,0.9624793307356423,1
0x7fd4d7737597e7b4ee22acbf8d94362343ae0a79,0.9773624273919191,1
0xf203ca1769ca8e9e8fe1da9d147db68b6c919817,0.9948664114317626,1
0xdcee70654261af21c44c093c300ed3bb97b78192,0.9193676409988266,1
0x3c2a309d9005433c1bc2c92ef1be06489e5bf258,0.9786821708211234,1
0xd2af830e8cbdfed6cc11bab697bb25496ed6fa62,0.9831727010833453,1
0x7102dc82ef61bfb0410b1b1bf8ea74575bf0a105,0.9904581953445828,1
0x7105faa4a26ed1c67b8b2b41bec98f06ee21d105,0.9892874397052827,1
0x7104d1f179cc9cc7fb5c79be6da846e3fbc4c105,0.9974162282311907,1
0x0a13a5929e5f0ff0eaba4bd9e9512c91fce40280,0.9892874397052827,1
0x0799de3f4e111b70e845edb7a8646d934a51e210,0.9937884767924559,1
0x64e8cc11ddccea70cc800231a62f0d9ea46c94ac,0.9892834086321993,1
0x7103ebdbf1f89be2d53eff9b3cf996c9e775c105,0.9874949463741988,1
0x7105e64bf67eca3ae9b123f0e5ca2b83b2ef2da0,0.9879237791192651,1
0x70008f18fc58928dce982b0a69c2c21ff80dca54,0.9897723015320443,1
0x7101a9392eac53b01e7c07ca3baca945a56ee105,0.9909884513118836,1
0xe0a458bf4acf353cb45e211281a334bb1d837885,0.9882897351767874,1
0x26f9111a358385dc46a832cf1a1a021ee72e58a1,0.9964577979114544,1
0xa53f9dd70055113e13176e291eddb773f85b2650,0.9907445132002812,1
0x7199b5a15c7fb79aa861780230adc65fff99ec73,0.884358886594985,1
0x09f098b155d561fc9f7bccc97038b7e3d20baf74,0.9954364402836595,1
0x8c6778023c3d4fd79ddd14810079f64c39e9e43d,0.9961747158097141,1
0x3f817b28da4940f018c6b5c0a11c555ebb1264f9,0.9862852903735172,1
0xc256f81d35a54c3599b424171d719e9ae87b2e9b,0.9929985634560545,1
0x77be1ba1cd2d7a63bffc772d361168cc327dd8bc,0.9941510167951743,1
0x4d40ea8fab99544a64c6b7c2c98dd19d7bc170a7,0.9886780156966194,1
0x553c7f9c780316fc1d34b8e14ac2465ab22a090b,0.9755932859740277,1
0x9e10f61749c4952c320412a6b26901605ff6da1d,0.9941890142041807,1
0x5919dea604631016c15c805e3d948a0384879892,0.991258246631235,1
0xa995d67fd0187b4b8fea3a60e11f31a08e4ac40b,0.9624793307356423,1
0x6213f40e00f4595aa038fa710e3f837b492d6757,0.9922171440339843,1
0xa3d4bee77b05d4a0c943877558ce21a763c4fa29,0.9790898414092841,1
0x33e80a92a9ea73dd02f6e732d1702d58c68388ca,0.9897853520987712,1
0x330528172778cc5196d5f6742886c72505e0613d,0.9905359765177659,1
0x4096fc7119040175589387656f7c6073265f4096,0.9926605440280467,1
0xc608557d966f6b7568e5c9345285f0c8c90a96a2,0.9757867951163498,1
0xfc10cd3895f2c66d6639ec33ae6360d6cfca7d6d,0.9847924596243861,1
0x46cca329970b33e1a007dd4ef0594a1cedb3e72a,0.9791244944708363,1
0x0e4188bda0a92ff4fff62392211b076c0119198d,0.9928423303245445,1
0x10703ca5e253306e2ababd68e963198be8887c81,0.9883158314904367,1
